"";"n";"lambda";"p";"df";"method";"cov_2norm"
"2142";500;7;50;10;"SPCA";0,225206936950691
"2143";500;8;50;3;"PCA";40,4971243532949
"2144";500;8;50;3;"SPCA";0,178841641710035
"2145";500;8;50;5;"PCA";2,03588695836243
"2146";500;8;50;5;"SPCA";0,176375466819747
"2147";500;8;50;10;"PCA";0,233499600197936
"2148";500;8;50;10;"SPCA";0,186759253189633
"2149";500;9;50;3;"PCA";28,3366596983775
"2150";500;9;50;3;"SPCA";0,151015784023509
"2151";500;9;50;5;"PCA";0,546665234286165
"2152";500;9;50;5;"SPCA";0,156795745790764
"2153";500;9;50;10;"PCA";0,192675830153491
"2154";500;9;50;10;"SPCA";0,152099045793722
"2155";500;10;50;3;"PCA";26,5334013164668
"2156";500;10;50;3;"SPCA";0,137042112756052
"2157";500;10;50;5;"PCA";0,758947431176091
"2158";500;10;50;5;"SPCA";0,139830030274723
"2159";500;10;50;10;"PCA";0,174820780040062
"2160";500;10;50;10;"SPCA";0,135875777719218
"2161";500;11;50;3;"PCA";25,0123332433477
"2162";500;11;50;3;"SPCA";0,121029450146697
"2163";500;11;50;5;"PCA";0,50231061163497
"2164";500;11;50;5;"SPCA";0,126789758521994
"2165";500;11;50;10;"PCA";0,146463353510842
"2166";500;11;50;10;"SPCA";0,121339773774674
"2167";500;12;50;3;"PCA";18,8646512673777
"2168";500;12;50;3;"SPCA";0,120640462852499
"2169";500;12;50;5;"PCA";0,495587814201459
"2170";500;12;50;5;"SPCA";0,106441081347226
"2171";500;12;50;10;"PCA";0,139939480799372
"2172";500;12;50;10;"SPCA";0,112725420493377
"2173";500;13;50;3;"PCA";13,6887034517956
"2174";500;13;50;3;"SPCA";0,0990559871193118
"2175";500;13;50;5;"PCA";0,971641794970067
"2176";500;13;50;5;"SPCA";0,105426889442427
"2177";500;13;50;10;"PCA";0,123419913226631
"2178";500;13;50;10;"SPCA";0,105296213193198
"2179";500;14;50;3;"PCA";10,6787405256407
"2180";500;14;50;3;"SPCA";0,0944849117612215
"2181";500;14;50;5;"PCA";0,503664290786537
"2182";500;14;50;5;"SPCA";0,0955924242188453
"2183";500;14;50;10;"PCA";0,119059837943394
"2184";500;14;50;10;"SPCA";0,100356969403357
"2185";500;15;50;3;"PCA";15,164099325549
"2186";500;15;50;3;"SPCA";0,0912990993099935
"2187";500;15;50;5;"PCA";0,593845891909815
"2188";500;15;50;5;"SPCA";0,0855937453284429
"2189";500;15;50;10;"PCA";0,103168027434835
"2190";500;15;50;10;"SPCA";0,091496718077758
"2191";500;16;50;3;"PCA";8,34035816119404
"2192";500;16;50;3;"SPCA";0,0812134214672693
"2193";500;16;50;5;"PCA";0,195383317093595
"2194";500;16;50;5;"SPCA";0,0786458070112688
"2195";500;16;50;10;"PCA";0,097701524649128
"2196";500;16;50;10;"SPCA";0,0860797379206302
"2197";500;17;50;3;"PCA";10,9505702019216
"2198";500;17;50;3;"SPCA";0,0762809516615969
"2199";500;17;50;5;"PCA";0,192038585418352
"2200";500;17;50;5;"SPCA";0,078658288095337
"2201";500;17;50;10;"PCA";0,0904914396986901
"2202";500;17;50;10;"SPCA";0,0786298968735175
"2203";500;18;50;3;"PCA";9,46519942980556
"2204";500;18;50;3;"SPCA";0,0720601823048068
"2205";500;18;50;5;"PCA";0,170224483327398
"2206";500;18;50;5;"SPCA";0,0698299173056009
"2207";500;18;50;10;"PCA";0,0851329660079331
"2208";500;18;50;10;"SPCA";0,0745147741109777
"2209";500;19;50;3;"PCA";7,65567326864207
"2210";500;19;50;3;"SPCA";0,0707218267928629
"2211";500;19;50;5;"PCA";0,164101768027799
"2212";500;19;50;5;"SPCA";0,0614296512438261
"2213";500;19;50;10;"PCA";0,0793694387256882
"2214";500;19;50;10;"SPCA";0,0702755155385623
"2215";500;20;50;3;"PCA";5,7204326339793
"2216";500;20;50;3;"SPCA";0,0648526110618696
"2217";500;20;50;5;"PCA";0,177212234533947
"2218";500;20;50;5;"SPCA";0,0652328234207874
"2219";500;20;50;10;"PCA";0,0758022712100439
"2220";500;20;50;10;"SPCA";0,0662303599020377
"2221";500;21;50;3;"PCA";7,47658463124003
"2222";500;21;50;3;"SPCA";0,0609144525634671
"2223";500;21;50;5;"PCA";0,154326778196071
"2224";500;21;50;5;"SPCA";0,0597832273231997
"2225";500;21;50;10;"PCA";0,0739067882038977
"2226";500;21;50;10;"SPCA";0,0630420309925073
"2227";500;22;50;3;"PCA";6,02413268945543
"2228";500;22;50;3;"SPCA";0,0624589593056184
"2229";500;22;50;5;"PCA";0,154424763596302
"2230";500;22;50;5;"SPCA";0,0612066021076946
"2231";500;22;50;10;"PCA";0,0700416003170387
"2232";500;22;50;10;"SPCA";0,0636242060199242
"2233";500;23;50;3;"PCA";4,93109262525296
"2234";500;23;50;3;"SPCA";0,0604102662432302
"2235";500;23;50;5;"PCA";0,132388033169141
"2236";500;23;50;5;"SPCA";0,055121844203779
"2237";500;23;50;10;"PCA";0,0697315543650121
"2238";500;23;50;10;"SPCA";0,0587875604119908
"2239";500;24;50;3;"PCA";3,58594633735036
"2240";500;24;50;3;"SPCA";0,0528532746505804
"2241";500;24;50;5;"PCA";0,125907036307305
"2242";500;24;50;5;"SPCA";0,0573202112375799
"2243";500;24;50;10;"PCA";0,0634942688839271
"2244";500;24;50;10;"SPCA";0,0580520574117718
"2245";500;25;50;3;"PCA";4,75643086347278
"2246";500;25;50;3;"SPCA";0,0512976316395375
"2247";500;25;50;5;"PCA";0,122335757814424
"2248";500;25;50;5;"SPCA";0,0566152509020453
"2249";500;25;50;10;"PCA";0,0589893068692424
"2250";500;25;50;10;"SPCA";0,0509595656403322
"2251";500;26;50;3;"PCA";2,75533236327132
"2252";500;26;50;3;"SPCA";0,0516063703983519
"2253";500;26;50;5;"PCA";0,118544209107761
"2254";500;26;50;5;"SPCA";0,0500985661719282
"2255";500;26;50;10;"PCA";0,0606658857225945
"2256";500;26;50;10;"SPCA";0,0543285496351697
"2257";500;27;50;3;"PCA";4,08878013052808
"2258";500;27;50;3;"SPCA";0,0513705806478091
"2259";500;27;50;5;"PCA";0,108629206986482
"2260";500;27;50;5;"SPCA";0,0516338581894442
"2261";500;27;50;10;"PCA";0,0538668651027676
"2262";500;27;50;10;"SPCA";0,0506876703111068
"2263";500;28;50;3;"PCA";4,58699772107301
"2264";500;28;50;3;"SPCA";0,0493483831582051
"2265";500;28;50;5;"PCA";0,542504031643917
"2266";500;28;50;5;"SPCA";0,0508396836255598
"2267";500;28;50;10;"PCA";0,0536257222238472
"2268";500;28;50;10;"SPCA";0,04723541739759
"2269";500;29;50;3;"PCA";3,22113649898587
"2270";500;29;50;3;"SPCA";0,0470622176925428
"2271";500;29;50;5;"PCA";0,355586296315086
"2272";500;29;50;5;"SPCA";0,0454393116323845
"2273";500;29;50;10;"PCA";0,0505952084792109
"2274";500;29;50;10;"SPCA";0,046686163604992
"2275";500;30;50;3;"PCA";3,72702557768922
"2276";500;30;50;3;"SPCA";0,0439891049490083
"2277";500;30;50;5;"PCA";0,0943279614227526
"2278";500;30;50;5;"SPCA";0,0476960013873143
"2279";500;30;50;10;"PCA";0,0484911969767905
"2280";500;30;50;10;"SPCA";0,0455781808854923
"2281";500;31;50;3;"PCA";2,40126719858642
"2282";500;31;50;3;"SPCA";0,0451164698139512
"2283";500;31;50;5;"PCA";0,253858225736021
"2284";500;31;50;5;"SPCA";0,0444474099245706
"2285";500;31;50;10;"PCA";0,045608575708504
"2286";500;31;50;10;"SPCA";0,0436526786009312
"2287";500;32;50;3;"PCA";5,14199685090272
"2288";500;32;50;3;"SPCA";0,0430316390658934
"2289";500;32;50;5;"PCA";0,130261628127928
"2290";500;32;50;5;"SPCA";0,0425608290931097
"2291";500;32;50;10;"PCA";0,0452236195858812
"2292";500;32;50;10;"SPCA";0,0409971066342772
"2293";500;33;50;3;"PCA";2,14322602574873
"2294";500;33;50;3;"SPCA";0,0420182819696444
"2295";500;33;50;5;"PCA";0,088606412589594
"2296";500;33;50;5;"SPCA";0,0408796907466479
"2297";500;33;50;10;"PCA";0,0455247107078602
"2298";500;33;50;10;"SPCA";0,0394033370052965
"2299";500;34;50;3;"PCA";2,20942266818421
"2300";500;34;50;3;"SPCA";0,0400432472235213
"2301";500;34;50;5;"PCA";0,0856949686424531
"2302";500;34;50;5;"SPCA";0,0436105554480584
"2303";500;34;50;10;"PCA";0,0426668378605612
"2304";500;34;50;10;"SPCA";0,0409537471022695
"2305";500;35;50;3;"PCA";3,96045924427118
"2306";500;35;50;3;"SPCA";0,0392426748465351
"2307";500;35;50;5;"PCA";0,0860501443898083
"2308";500;35;50;5;"SPCA";0,0403888144645904
"2309";500;35;50;10;"PCA";0,0421482627181855
"2310";500;35;50;10;"SPCA";0,0378448743354359
"2311";500;36;50;3;"PCA";3,72236271551963
"2312";500;36;50;3;"SPCA";0,0387682583083763
"2313";500;36;50;5;"PCA";0,0979109424568149
"2314";500;36;50;5;"SPCA";0,03794519237586
"2315";500;36;50;10;"PCA";0,0404871028973764
"2316";500;36;50;10;"SPCA";0,0388351973984685
"2317";500;37;50;3;"PCA";1,77881518511917
"2318";500;37;50;3;"SPCA";0,0384476412377764
"2319";500;37;50;5;"PCA";0,0867131605531697
"2320";500;37;50;5;"SPCA";0,0363726246868796
"2321";500;37;50;10;"PCA";0,0375114599213842
"2322";500;37;50;10;"SPCA";0,0370061167253487
"2323";500;38;50;3;"PCA";3,78383774944736
"2324";500;38;50;3;"SPCA";0,0373584274004352
"2325";500;38;50;5;"PCA";0,0727530209662246
"2326";500;38;50;5;"SPCA";0,0373045565641798
"2327";500;38;50;10;"PCA";0,0434640183724125
"2328";500;38;50;10;"SPCA";0,0413385000696235
"2329";500;39;50;3;"PCA";1,64590623409128
"2330";500;39;50;3;"SPCA";0,0377932314526462
"2331";500;39;50;5;"PCA";0,0823841169001463
"2332";500;39;50;5;"SPCA";0,0375859333591405
"2333";500;39;50;10;"PCA";0,0362835681152959
"2334";500;39;50;10;"SPCA";0,0354575838798242
"2335";500;40;50;3;"PCA";1,17104764290125
"2336";500;40;50;3;"SPCA";0,0346363452479279
"2337";500;40;50;5;"PCA";0,0718055815258813
"2338";500;40;50;5;"SPCA";0,0343169457905556
"2339";500;40;50;10;"PCA";0,0349755200331507
"2340";500;40;50;10;"SPCA";0,033213103991803
"2341";1000;2;50;3;"PCA";551,835485553702
"2342";1000;2;50;3;"SPCA";49,7441651810571
"2343";1000;2;50;5;"PCA";168,115940180773
"2344";1000;2;50;5;"SPCA";17,2587369709978
"2345";1000;2;50;10;"PCA";3,00976190729478
"2346";1000;2;50;10;"SPCA";2,22951961391468
"2347";1000;3;50;3;"PCA";320,710157145764
"2348";1000;3;50;3;"SPCA";1,86904153900624
"2349";1000;3;50;5;"PCA";32,5553553653157
"2350";1000;3;50;5;"SPCA";0,842350817096556
"2351";1000;3;50;10;"PCA";0,971882242206626
"2352";1000;3;50;10;"SPCA";0,770113073366322
"2353";1000;4;50;3;"PCA";206,443633961324
"2354";1000;4;50;3;"SPCA";0,517416342149912
"2355";1000;4;50;5;"PCA";10,6618720453053
"2356";1000;4;50;5;"SPCA";0,456965957664936
"2357";1000;4;50;10;"PCA";0,60125159725022
"2358";1000;4;50;10;"SPCA";0,497469645539174
"2359";1000;5;50;3;"PCA";118,308764597832
"2360";1000;5;50;3;"SPCA";0,349337150254391
"2361";1000;5;50;5;"PCA";5,65496849570332
"2362";1000;5;50;5;"SPCA";0,33653855128229
"2363";1000;5;50;10;"PCA";0,426548550919013
"2364";1000;5;50;10;"SPCA";0,33800025150187
"2365";1000;6;50;3;"PCA";81,5471813833318
"2366";1000;6;50;3;"SPCA";0,251184023713253
"2367";1000;6;50;5;"PCA";1,59788675377871
"2368";1000;6;50;5;"SPCA";0,252261809330561
"2369";1000;6;50;10;"PCA";0,342837893276181
"2370";1000;6;50;10;"SPCA";0,264767636241074
"2371";1000;7;50;3;"PCA";70,7290166462549
"2372";1000;7;50;3;"SPCA";0,224298864740049
"2373";1000;7;50;5;"PCA";1,2867196846968
"2374";1000;7;50;5;"SPCA";0,206410627619945
"2375";1000;7;50;10;"PCA";0,268276651218798
"2376";1000;7;50;10;"SPCA";0,219589215442197
"2377";1000;8;50;3;"PCA";56,7191264788438
"2378";1000;8;50;3;"SPCA";0,183200466186284
"2379";1000;8;50;5;"PCA";2,15063393581783
"2380";1000;8;50;5;"SPCA";0,175921429700594
"2381";1000;8;50;10;"PCA";0,235683902984547
"2382";1000;8;50;10;"SPCA";0,178409045316743
"2383";1000;9;50;3;"PCA";53,3187823041552
"2384";1000;9;50;3;"SPCA";0,152609740387965
"2385";1000;9;50;5;"PCA";0,410693688344389
"2386";1000;9;50;5;"SPCA";0,163477604109611
"2387";1000;9;50;10;"PCA";0,184128686545863
"2388";1000;9;50;10;"SPCA";0,155440486838551
"2389";1000;10;50;3;"PCA";35,4256132823969
"2390";1000;10;50;3;"SPCA";0,143529997922419
"2391";1000;10;50;5;"PCA";0,461490456688902
"2392";1000;10;50;5;"SPCA";0,137106886228433
"2393";1000;10;50;10;"PCA";0,174683741959724
"2394";1000;10;50;10;"SPCA";0,145126538399415
"2395";1000;11;50;3;"PCA";37,6360698490101
"2396";1000;11;50;3;"SPCA";0,120839828117157
"2397";1000;11;50;5;"PCA";1,85360149349535
"2398";1000;11;50;5;"SPCA";0,121480978347699
"2399";1000;11;50;10;"PCA";0,150490071598016
"2400";1000;11;50;10;"SPCA";0,126964507261749
"2401";1000;12;50;3;"PCA";20,4353840961368
"2402";1000;12;50;3;"SPCA";0,11574632105428
"2403";1000;12;50;5;"PCA";0,315134594403393
"2404";1000;12;50;5;"SPCA";0,115604885378688
"2405";1000;12;50;10;"PCA";0,129025754405122
"2406";1000;12;50;10;"SPCA";0,114060652283137
"2407";1000;13;50;3;"PCA";22,2297134695877
"2408";1000;13;50;3;"SPCA";0,103892627608398
"2409";1000;13;50;5;"PCA";1,00941984851638
"2410";1000;13;50;5;"SPCA";0,10320629570964
"2411";1000;13;50;10;"PCA";0,119426357022067
"2412";1000;13;50;10;"SPCA";0,102909467296678
"2413";1000;14;50;3;"PCA";18,8217948182359
"2414";1000;14;50;3;"SPCA";0,100496633388879
"2415";1000;14;50;5;"PCA";0,277840238052911
"2416";1000;14;50;5;"SPCA";0,0945769725050068
"2417";1000;14;50;10;"PCA";0,110913496873838
"2418";1000;14;50;10;"SPCA";0,0913905421480248
"2419";1000;15;50;3;"PCA";17,8961134872007
"2420";1000;15;50;3;"SPCA";0,0882586357451684
"2421";1000;15;50;5;"PCA";0,22847335381541
"2422";1000;15;50;5;"SPCA";0,0860515048623689
"2423";1000;15;50;10;"PCA";0,105961876893875
"2424";1000;15;50;10;"SPCA";0,0926922600186991
"2425";1000;16;50;3;"PCA";14,9937502316058
"2426";1000;16;50;3;"SPCA";0,0894455165863608
"2427";1000;16;50;5;"PCA";0,302026599827851
"2428";1000;16;50;5;"SPCA";0,0848466045819339
"2429";1000;16;50;10;"PCA";0,0982167904271943
"2430";1000;16;50;10;"SPCA";0,0820413300334499
"2431";1000;17;50;3;"PCA";10,5607471242624
"2432";1000;17;50;3;"SPCA";0,0788422140707896
"2433";1000;17;50;5;"PCA";0,194558017589005
"2434";1000;17;50;5;"SPCA";0,0770549446094859
"2435";1000;17;50;10;"PCA";0,0891843187475911
"2436";1000;17;50;10;"SPCA";0,0761910537289971
"2437";1000;18;50;3;"PCA";16,5196672291085
"2438";1000;18;50;3;"SPCA";0,0732464634602092
"2439";1000;18;50;5;"PCA";0,175932311933997
"2440";1000;18;50;5;"SPCA";0,0713511836358387
"2441";1000;18;50;10;"PCA";0,0812004699417332
"2442";1000;18;50;10;"SPCA";0,0740840569279476
"2443";1000;19;50;3;"PCA";13,1276631277751
"2444";1000;19;50;3;"SPCA";0,0719536875713548
"2445";1000;19;50;5;"PCA";0,919002877047672
"2446";1000;19;50;5;"SPCA";0,0669116484740547
"2447";1000;19;50;10;"PCA";0,0821690757620858
"2448";1000;19;50;10;"SPCA";0,0688569560037825
"2449";1000;20;50;3;"PCA";10,6099506812306
"2450";1000;20;50;3;"SPCA";0,0655134579952902
"2451";1000;20;50;5;"PCA";0,167363738442466
"2452";1000;20;50;5;"SPCA";0,0707858970053764
"2453";1000;20;50;10;"PCA";0,0790659722177937
"2454";1000;20;50;10;"SPCA";0,0676892862209608
"2455";1000;21;50;3;"PCA";11,0932761647779
"2456";1000;21;50;3;"SPCA";0,0643003125015538
"2457";1000;21;50;5;"PCA";0,146154045539317
"2458";1000;21;50;5;"SPCA";0,0629656877548651
"2459";1000;21;50;10;"PCA";0,0727734777810281
"2460";1000;21;50;10;"SPCA";0,0654989653102436
"2461";1000;22;50;3;"PCA";10,5373918962727
"2462";1000;22;50;3;"SPCA";0,0608811814876628
"2463";1000;22;50;5;"PCA";0,187805934854814
"2464";1000;22;50;5;"SPCA";0,0587302426405537
"2465";1000;22;50;10;"PCA";0,0716616044868879
"2466";1000;22;50;10;"SPCA";0,0600112841652141
"2467";1000;23;50;3;"PCA";10,6143470842494
"2468";1000;23;50;3;"SPCA";0,0589836117702679
"2469";1000;23;50;5;"PCA";0,137395000375619
"2470";1000;23;50;5;"SPCA";0,0569808262558788
"2471";1000;23;50;10;"PCA";0,0698530058125559
"2472";1000;23;50;10;"SPCA";0,0627948162847386
"2473";1000;24;50;3;"PCA";6,77273558540502
"2474";1000;24;50;3;"SPCA";0,0556635223185139
"2475";1000;24;50;5;"PCA";0,122500364726657
"2476";1000;24;50;5;"SPCA";0,0568269273892151
"2477";1000;24;50;10;"PCA";0,0666520495652181
"2478";1000;24;50;10;"SPCA";0,058400515664766
"2479";1000;25;50;3;"PCA";7,40231782771847
"2480";1000;25;50;3;"SPCA";0,0536216279753266
"2481";1000;25;50;5;"PCA";0,129110386887935
"2482";1000;25;50;5;"SPCA";0,0528136843066382
"2483";1000;25;50;10;"PCA";0,0607147006468684
"2484";1000;25;50;10;"SPCA";0,0524581460449485
"2485";1000;26;50;3;"PCA";7,37177807588141
"2486";1000;26;50;3;"SPCA";0,0504267287094749
"2487";1000;26;50;5;"PCA";0,113591408623397
"2488";1000;26;50;5;"SPCA";0,04999642701618
"2489";1000;26;50;10;"PCA";0,0564831550906922
"2490";1000;26;50;10;"SPCA";0,0495130619739272
"2491";1000;27;50;3;"PCA";2,7329917065863
"2492";1000;27;50;3;"SPCA";0,04658027261127
"2493";1000;27;50;5;"PCA";0,116979593362484
"2494";1000;27;50;5;"SPCA";0,0508625516309773
"2495";1000;27;50;10;"PCA";0,0544332494453767
"2496";1000;27;50;10;"SPCA";0,0482359506140506
"2497";1000;28;50;3;"PCA";4,23669898938758
"2498";1000;28;50;3;"SPCA";0,0476611834360528
"2499";1000;28;50;5;"PCA";0,104392325882925
"2500";1000;28;50;5;"SPCA";0,0497451593165625
"2501";1000;28;50;10;"PCA";0,0538325526652038
"2502";1000;28;50;10;"SPCA";0,0486149337275354
"2503";1000;29;50;3;"PCA";4,73090465267887
"2504";1000;29;50;3;"SPCA";0,0479819321359971
"2505";1000;29;50;5;"PCA";0,102927334326295
"2506";1000;29;50;5;"SPCA";0,0471938137662435
"2507";1000;29;50;10;"PCA";0,0507362732270401
"2508";1000;29;50;10;"SPCA";0,0471245723973528
"2509";1000;30;50;3;"PCA";4,88018118495447
"2510";1000;30;50;3;"SPCA";0,0445951507049897
"2511";1000;30;50;5;"PCA";0,0999094290299565
"2512";1000;30;50;5;"SPCA";0,0435548931022115
"2513";1000;30;50;10;"PCA";0,047152619189549
"2514";1000;30;50;10;"SPCA";0,0431984286198355
"2515";1000;31;50;3;"PCA";2,91248611439948
"2516";1000;31;50;3;"SPCA";0,0459902043694463
"2517";1000;31;50;5;"PCA";0,101504593382659
"2518";1000;31;50;5;"SPCA";0,0483400844276484
"2519";1000;31;50;10;"PCA";0,0474161146839719
"2520";1000;31;50;10;"SPCA";0,0461019901745615
"2521";1000;32;50;3;"PCA";2,61931458582195
"2522";1000;32;50;3;"SPCA";0,042678367136351
"2523";1000;32;50;5;"PCA";0,090521170405505
"2524";1000;32;50;5;"SPCA";0,0424103618534751
"2525";1000;32;50;10;"PCA";0,0448056465429431
"2526";1000;32;50;10;"SPCA";0,0437147237403111
"2527";1000;33;50;3;"PCA";2,51951591697726
"2528";1000;33;50;3;"SPCA";0,0417371936748815
"2529";1000;33;50;5;"PCA";0,0918990111791038
"2530";1000;33;50;5;"SPCA";0,0399221191372192
"2531";1000;33;50;10;"PCA";0,0469301648442013
"2532";1000;33;50;10;"SPCA";0,0439648822278534
"2533";1000;34;50;3;"PCA";3,62450672139335
"2534";1000;34;50;3;"SPCA";0,0405514338723874
"2535";1000;34;50;5;"PCA";0,0863881554689352
"2536";1000;34;50;5;"SPCA";0,0423327339900746
"2537";1000;34;50;10;"PCA";0,044632094164403
"2538";1000;34;50;10;"SPCA";0,0419341044640703
"2539";1000;35;50;3;"PCA";3,14613400788687
"2540";1000;35;50;3;"SPCA";0,0404205536877972
"2541";1000;35;50;5;"PCA";0,0827290400568065
"2542";1000;35;50;5;"SPCA";0,0369669513095057
"2543";1000;35;50;10;"PCA";0,04207349676413
"2544";1000;35;50;10;"SPCA";0,0411594298604949
"2545";1000;36;50;3;"PCA";2,15871845720134
"2546";1000;36;50;3;"SPCA";0,0398102154839915
"2547";1000;36;50;5;"PCA";0,0841580896198993
"2548";1000;36;50;5;"SPCA";0,038484330307929
"2549";1000;36;50;10;"PCA";0,0408895545987476
"2550";1000;36;50;10;"SPCA";0,0375313549996175
"2551";1000;37;50;3;"PCA";1,53691547410202
"2552";1000;37;50;3;"SPCA";0,0393849855817767
"2553";1000;37;50;5;"PCA";0,0805203621833319
"2554";1000;37;50;5;"SPCA";0,0372717762492251
"2555";1000;37;50;10;"PCA";0,0404498340788796
"2556";1000;37;50;10;"SPCA";0,039843786998939
"2557";1000;38;50;3;"PCA";4,11680471369317
"2558";1000;38;50;3;"SPCA";0,0377632722885041
"2559";1000;38;50;5;"PCA";0,0889304103500237
"2560";1000;38;50;5;"SPCA";0,0372486212340072
"2561";1000;38;50;10;"PCA";0,0361861283849283
"2562";1000;38;50;10;"SPCA";0,0346175407682742
"2563";1000;39;50;3;"PCA";2,94652692037398
"2564";1000;39;50;3;"SPCA";0,0366741989795726
"2565";1000;39;50;5;"PCA";0,0725969545637869
"2566";1000;39;50;5;"SPCA";0,0354411092411938
"2567";1000;39;50;10;"PCA";0,0381006577162968
"2568";1000;39;50;10;"SPCA";0,0375868297764755
"2569";1000;40;50;3;"PCA";2,03280991485411
"2570";1000;40;50;3;"SPCA";0,0378481647736638
"2571";1000;40;50;5;"PCA";0,0716208669837065
"2572";1000;40;50;5;"SPCA";0,0325131586804759
"2573";1000;40;50;10;"PCA";0,035679145485126
"2574";1000;40;50;10;"SPCA";0,0336521595825214
"2575";10000;2;50;3;"PCA";3181,2040381801
"2576";10000;2;50;3;"SPCA";76,4541007611177
"2577";10000;2;50;5;"PCA";89,5496941639804
"2578";10000;2;50;5;"SPCA";12,75307532136
"2579";10000;2;50;10;"PCA";2,73267943510526
"2580";10000;2;50;10;"SPCA";2,13532212294888
"2581";10000;3;50;3;"PCA";1283,10372594731
"2582";10000;3;50;3;"SPCA";7,17616357176811
"2583";10000;3;50;5;"PCA";10,1058319507268
"2584";10000;3;50;5;"SPCA";0,822039439076571
"2585";10000;3;50;10;"PCA";1,00657652718569
"2586";10000;3;50;10;"SPCA";0,782911652005579
"2587";10000;4;50;3;"PCA";712,498083086269
"2588";10000;4;50;3;"SPCA";0,501770485896519
"2589";10000;4;50;5;"PCA";10,772257486643
"2590";10000;4;50;5;"SPCA";0,473206760534578
"2591";10000;4;50;10;"PCA";0,623619084574093
"2592";10000;4;50;10;"SPCA";0,492463144792646
"2593";10000;5;50;3;"PCA";440,830448468064
"2594";10000;5;50;3;"SPCA";0,339605104119629
"2595";10000;5;50;5;"PCA";1,02938166917935
"2596";10000;5;50;5;"SPCA";0,352086962417665
"2597";10000;5;50;10;"PCA";0,41451017443715
"2598";10000;5;50;10;"SPCA";0,331226264655237
"2599";10000;6;50;3;"PCA";307,097372144382
"2600";10000;6;50;3;"SPCA";0,267655510986142
"2601";10000;6;50;5;"PCA";0,739165648159105
"2602";10000;6;50;5;"SPCA";0,284913127428009
"2603";10000;6;50;10;"PCA";0,304131730114787
"2604";10000;6;50;10;"SPCA";0,259304387328384
"2605";10000;7;50;3;"PCA";226,568955988489
"2606";10000;7;50;3;"SPCA";0,217049124556659
"2607";10000;7;50;5;"PCA";0,806121167316749
"2608";10000;7;50;5;"SPCA";0,201979680347465
"2609";10000;7;50;10;"PCA";0,272036331951281
"2610";10000;7;50;10;"SPCA";0,232712846097494
"2611";10000;8;50;3;"PCA";180,575810256956
"2612";10000;8;50;3;"SPCA";0,185179848557745
"2613";10000;8;50;5;"PCA";0,863126357607367
"2614";10000;8;50;5;"SPCA";0,179002849588405
"2615";10000;8;50;10;"PCA";0,21961675911347
"2616";10000;8;50;10;"SPCA";0,180383382739185
"2617";10000;9;50;3;"PCA";132,232337368744
"2618";10000;9;50;3;"SPCA";0,167129634859027
"2619";10000;9;50;5;"PCA";0,407355727787822
"2620";10000;9;50;5;"SPCA";0,16355814131607
"2621";10000;9;50;10;"PCA";0,192682778231131
"2622";10000;9;50;10;"SPCA";0,150868168885133
"2623";10000;10;50;3;"PCA";125,499813382427
"2624";10000;10;50;3;"SPCA";0,140238563282859
"2625";10000;10;50;5;"PCA";0,380148530895328
"2626";10000;10;50;5;"SPCA";0,13871279212924
"2627";10000;10;50;10;"PCA";0,182707128443127
"2628";10000;10;50;10;"SPCA";0,144142369464613
"2629";10000;11;50;3;"PCA";82,7688114535359
"2630";10000;11;50;3;"SPCA";0,125815324622867
"2631";10000;11;50;5;"PCA";0,299432333730923
"2632";10000;11;50;5;"SPCA";0,124464752199222
"2633";10000;11;50;10;"PCA";0,164938686271554
"2634";10000;11;50;10;"SPCA";0,136071709795772
"2635";10000;12;50;3;"PCA";86,6986044325176
"2636";10000;12;50;3;"SPCA";0,117376600586559
"2637";10000;12;50;5;"PCA";0,287787038022877
"2638";10000;12;50;5;"SPCA";0,114851955558967
"2639";10000;12;50;10;"PCA";0,145862678227492
"2640";10000;12;50;10;"SPCA";0,116990149580151
"2641";10000;13;50;3;"PCA";77,7743995904063
"2642";10000;13;50;3;"SPCA";0,10091834799596
"2643";10000;13;50;5;"PCA";0,294374025719747
"2644";10000;13;50;5;"SPCA";0,108850442362846
"2645";10000;13;50;10;"PCA";0,125643952825246
"2646";10000;13;50;10;"SPCA";0,101457096018618
"2647";10000;14;50;3;"PCA";57,679136526409
"2648";10000;14;50;3;"SPCA";0,0977504179759342
"2649";10000;14;50;5;"PCA";0,310751087270008
"2650";10000;14;50;5;"SPCA";0,090774044463644
"2651";10000;14;50;10;"PCA";0,116475959801891
"2652";10000;14;50;10;"SPCA";0,0967216582716601
"2653";10000;15;50;3;"PCA";49,1294849084261
"2654";10000;15;50;3;"SPCA";0,0883509400243232
"2655";10000;15;50;5;"PCA";0,221303973268762
"2656";10000;15;50;5;"SPCA";0,0852720729115492
"2657";10000;15;50;10;"PCA";0,112904625836664
"2658";10000;15;50;10;"SPCA";0,0944438186372555
"2659";10000;16;50;3;"PCA";51,91359298144
"2660";10000;16;50;3;"SPCA";0,0860394849462768
"2661";10000;16;50;5;"PCA";0,216720610293982
"2662";10000;16;50;5;"SPCA";0,085489710506958
"2663";10000;16;50;10;"PCA";0,108955370570686
"2664";10000;16;50;10;"SPCA";0,0920573654248601
"2665";10000;17;50;3;"PCA";32,4593594925114
"2666";10000;17;50;3;"SPCA";0,0765332649760404
"2667";10000;17;50;5;"PCA";0,204653111117643
"2668";10000;17;50;5;"SPCA";0,0778070751088488
